database,description
disease_GLAD4U,Hypothyroidism
disease_GLAD4U,Arthralgia
disease_GLAD4U,von Willebrand Disease
disease_GLAD4U,Aortic Diseases
disease_GLAD4U,Morphine Dependence
disease_GLAD4U,"Myasthenic Syndromes, Congenital"
disease_GLAD4U,Drowning
disease_GLAD4U,"Paraparesis, Spastic"
disease_GLAD4U,Optic Atrophy
disease_GLAD4U,Nephrosclerosis
disease_GLAD4U,Dandy-Walker Syndrome
disease_GLAD4U,Oligospermia
disease_GLAD4U,Dim vision
disease_GLAD4U,Speech Disorders
disease_GLAD4U,"Pneumonia, Mycoplasma"
disease_GLAD4U,Blepharospasm
disease_GLAD4U,Costello Syndrome
disease_GLAD4U,"Anemia, Diamond-Blackfan"
disease_GLAD4U,Joint Instability
disease_GLAD4U,Natal tooth
disease_GLAD4U,Paralysis
disease_GLAD4U,"Sarcoma, Kaposi"
disease_GLAD4U,"Colitis, Ulcerative"
disease_GLAD4U,Tinnitus
disease_GLAD4U,Ventricular Premature Complexes
disease_GLAD4U,"Respiratory Distress Syndrome, Adult"
disease_GLAD4U,Facial Pain
disease_GLAD4U,Tetralogy of Fallot
disease_GLAD4U,Mumps
disease_GLAD4U,Pterygium
disease_GLAD4U,Aphasia
disease_GLAD4U,Multiple Organ Failure
disease_GLAD4U,Hydranencephaly
disease_GLAD4U,Syncope
disease_GLAD4U,Microcephalic Osteodysplastic Primordial Dwarfism Type II (MOPD II)
disease_GLAD4U,Bardet-Biedl Syndrome
disease_GLAD4U,Hip Injuries
disease_GLAD4U,"Epilepsies, Myoclonic"
disease_GLAD4U,"Shock, Traumatic"
disease_GLAD4U,laparoscopic sleeve gastrectomy
disease_GLAD4U,nephrolithiasis
disease_GLAD4U,Cryptococcus neoformans
disease_GLAD4U,Pseudotumor Cerebri
disease_GLAD4U,Bacterial overgrowth syndrome
disease_GLAD4U,Athetosis
disease_GLAD4U,Whooping Cough
disease_GLAD4U,serum anticholinergic activity
disease_GLAD4U,insomnia
disease_GLAD4U,"Dementia, Multi-Infarct"
disease_GLAD4U,Parasitic Diseases
disease_GLAD4U,Pseudophakia
disease_GLAD4U,Ependymoma
disease_GLAD4U,Esophageal Stenosis
disease_GLAD4U,Suppuration
disease_GLAD4U,Takayasu Arteritis
disease_GLAD4U,"Shock, Surgical"
disease_GLAD4U,Cafe-au-Lait Spots
disease_GLAD4U,"Sleep Apnea, Obstructive"
disease_GLAD4U,"Arthritis, Infectious"
disease_GLAD4U,Mesenteric Vascular Occlusion
disease_GLAD4U,Spina Bifida Cystica
disease_GLAD4U,Hypolipoproteinemia
disease_GLAD4U,Cranial Nerve Diseases
disease_GLAD4U,Urinary Tract Infections
disease_GLAD4U,"Adenocarcinoma, Papillary"
disease_GLAD4U,"Cardiac Complexes, Premature"
disease_GLAD4U,Hypoprothrombinemias
disease_GLAD4U,Brain Injuries
disease_GLAD4U,Pseudolymphoma
disease_GLAD4U,Acute hemorrhagic leukoencephalitis
disease_GLAD4U,Shortened QT interval
disease_GLAD4U,Spinal Cord Neoplasms
disease_GLAD4U,Plague
disease_GLAD4U,"Dwarfism, Pituitary"
disease_GLAD4U,Exocrine Pancreatic Insufficiency
disease_GLAD4U,"Lymphoma, Large-Cell, Anaplastic"
disease_GLAD4U,Tuberculosis of spleen
disease_GLAD4U,Unspecified injury of hand
disease_GLAD4U,Panniculitis
disease_GLAD4U,Basal ganglia hemorrhage
disease_GLAD4U,"Mental Retardation, X-Linked, Nonsyndromic"
disease_GLAD4U,Respiratory distress syndrome in the newborn
disease_GLAD4U,Brain Edema
disease_GLAD4U,"Hypophosphatemia, Familial"
disease_GLAD4U,Kyphosis
disease_GLAD4U,Corticotroph adenoma
disease_GLAD4U,Familial hypokalemia-hypomagnesemia
disease_GLAD4U,Pyelonephritis
disease_GLAD4U,Telangiectasis
disease_GLAD4U,"Ichthyosis, X-Linked"
disease_GLAD4U,Avian reticuloendotheliosis
disease_GLAD4U,Robin sequence
disease_GLAD4U,Inclusion body myositis
disease_GLAD4U,Achondroplasia
disease_GLAD4U,Hirsutism
disease_GLAD4U,Budd-Chiari Syndrome
disease_GLAD4U,"Red-Cell Aplasia, Pure"
disease_GLAD4U,High density lipoid deficiency
disease_GLAD4U,Miosis
disease_GLAD4U,"Anemia, Refractory, with Excess of Blasts"
disease_GLAD4U,Hypoproteinemia
disease_GLAD4U,Intracranial Arteriosclerosis
disease_GLAD4U,Aortic Coarctation
disease_GLAD4U,Cryptosporidiosis
disease_GLAD4U,Iron Overload
disease_GLAD4U,Platelet Storage Pool Deficiency
disease_GLAD4U,Bacteroides Infections
disease_GLAD4U,"Elliptocytosis, Hereditary"
disease_GLAD4U,Carbohydrate-Deficient Glycoprotein Syndrome
disease_GLAD4U,Respiratory Sounds
disease_GLAD4U,"Colorectal Neoplasms, Hereditary Nonpolyposis"
disease_GLAD4U,Birth Injuries
disease_GLAD4U,familial hypercholesterolemia
disease_GLAD4U,"Porphyria, Erythropoietic"
disease_GLAD4U,time above therapeutic range
disease_GLAD4U,Hepatic Veno-Occlusive Disease
disease_GLAD4U,spondyloepimetaphyseal dysplasia
disease_GLAD4U,"Melanoma, Amelanotic"
disease_GLAD4U,Hematemesis
disease_GLAD4U,Hypokalemic Periodic Paralysis
disease_GLAD4U,"Anemia, Pernicious"
disease_GLAD4U,Syphilis
disease_GLAD4U,Postoperative Nausea and Vomiting
disease_GLAD4U,Cystitis with bilharziasis
disease_GLAD4U,Thecoma
disease_GLAD4U,Hereditary Sensory and Autonomic Neuropathies
disease_GLAD4U,Oculopharyngeal muscular dystrophy
disease_GLAD4U,"Pneumonia, Bacterial"
disease_GLAD4U,"Candidiasis, Chronic Mucocutaneous"
disease_GLAD4U,Lymphangioma of unspecified site
disease_GLAD4U,Pantothenate Kinase-Associated Neurodegeneration
disease_GLAD4U,Stevens-Johnson Syndrome
disease_GLAD4U,"Impotence, Vasculogenic"
disease_GLAD4U,Nocturnal Myoclonus Syndrome
disease_GLAD4U,Hemochromatosis
disease_GLAD4U,"Malaria, Falciparum"
disease_GLAD4U,Thrombocytosis
disease_GLAD4U,"Tachycardia, Supraventricular"
disease_GLAD4U,Mucopolysaccharidosis II
disease_GLAD4U,"Neuroectodermal Tumors, Primitive"
disease_GLAD4U,Persistent fetal circulation
disease_GLAD4U,Persistent fetal circulation syndrome
disease_GLAD4U,Dystonia Musculorum Deformans
disease_GLAD4U,Kidney Calculi
disease_GLAD4U,Protein-Losing Enteropathies
disease_GLAD4U,"Esophagitis, Peptic"
disease_GLAD4U,Lassa fever
disease_GLAD4U,Isochromosomes
disease_GLAD4U,Mousepox
disease_GLAD4U,"Leukodystrophy, Metachromatic"
disease_GLAD4U,Thrombosis of cerebral veins
disease_GLAD4U,Disorder of calcium metabolism NOS
disease_GLAD4U,Gigantism
disease_GLAD4U,Deficiency of alpha-mannosidase
disease_GLAD4U,Pseudomyxoma Peritonei
disease_GLAD4U,"Tuberculosis, Miliary"
disease_GLAD4U,Acquired epileptic aphasia
disease_GLAD4U,Porphyria NOS
disease_GLAD4U,Porphyrias
disease_GLAD4U,Porphyrinopathy
disease_GLAD4U,Rectal Prolapse
disease_GLAD4U,Pericarditis
disease_GLAD4U,Acanthamoeba keratitis
disease_GLAD4U,"Meningitis, Haemophilus"
disease_GLAD4U,"Cholestasis, Extrahepatic"
disease_GLAD4U,Mucocutaneous-lymphangitic paracoccidioidomycosis
disease_GLAD4U,Hypercortisolism due to nonpituitary tumor
disease_GLAD4U,Methemoglobinemia
disease_GLAD4U,Galactorrhea
disease_GLAD4U,Foot-and-mouth disease
disease_GLAD4U,Unspecified choroidal hemorrhage
disease_GLAD4U,Middle lobe syndrome
disease_GLAD4U,Unconsciousness
disease_GLAD4U,Ovarian hyperstimulation syndrome
disease_GLAD4U,Oral Manifestations
disease_GLAD4U,"Hyperbilirubinemia, Hereditary"
disease_GLAD4U,Blepharoptosis
disease_GLAD4U,Atrial Flutter
disease_GLAD4U,Balkan nephropathy
disease_GLAD4U,Neurilemmoma
disease_GLAD4U,Extravasation of Diagnostic and Therapeutic Materials
disease_GLAD4U,treatment interruptions
disease_GLAD4U,Intestinal Atresia
disease_GLAD4U,Glycogen Storage Disease Type V
disease_GLAD4U,"Anemia, Aplastic"
disease_GLAD4U,Convalescence
disease_GLAD4U,Persistent Hyperinsulinemia Hypoglycemia of Infancy
disease_GLAD4U,Intracranial Hypertension
disease_GLAD4U,Creutzfeldt-Jakob Syndrome
disease_GLAD4U,Brain Abscess
disease_GLAD4U,Basal Cell Nevus Syndrome
disease_GLAD4U,Malaria
disease_GLAD4U,Gout
disease_GLAD4U,Calculi
disease_GLAD4U,Avian influenza
disease_GLAD4U,Trigeminal neuralgia NOS
disease_GLAD4U,Male genital organ disease NOS
disease_GLAD4U,Urinary Calculi
disease_GLAD4U,Mutism
disease_GLAD4U,Cerebrovascular Trauma
disease_GLAD4U,discontinuation
disease_GLAD4U,De Lange Syndrome
disease_GLAD4U,General adaptation syndrome
disease_GLAD4U,Gray platelet syndrome
disease_GLAD4U,"Niemann-Pick disease, type B"
disease_GLAD4U,Multiple Endocrine Neoplasia Type 1
disease_GLAD4U,Tetanus
disease_GLAD4U,Amyotrophic Lateral Sclerosis
disease_GLAD4U,Hypospadias
disease_GLAD4U,"Dysautonomia, Familial"
disease_GLAD4U,methamphetamine dependence
disease_GLAD4U,complete early virological response
disease_GLAD4U,Binge eating disorder
disease_GLAD4U,"Myoclonic Epilepsies, Progressive"
disease_GLAD4U,Ectromelia
disease_GLAD4U,Familial partial lipodystrophy
disease_GLAD4U,Hyperlipoproteinemia Type III
disease_GLAD4U,Dyskeratosis Congenita
disease_GLAD4U,Brain Concussion
disease_GLAD4U,Periventricular leucomalacia
disease_GLAD4U,Essential Tremor
disease_GLAD4U,"Hand, Foot and Mouth Disease"
disease_GLAD4U,Hypo-beta-lipoproteinemia
disease_GLAD4U,Hypobetalipoproteinemias
disease_GLAD4U,Gynecomastia
disease_GLAD4U,Hyponatremia
disease_GLAD4U,Diaphragmatic Eventration
disease_GLAD4U,Opitz-Kaveggia syndrome
disease_GLAD4U,Total great vessel transposition
disease_GLAD4U,Mycoses
disease_GLAD4U,"Enterocolitis, Pseudomembranous"
disease_GLAD4U,Wolfram Syndrome
disease_GLAD4U,Infertility
disease_GLAD4U,Night Blindness
disease_GLAD4U,Sinoatrial block
disease_GLAD4U,Respiratory Tract Fistula
disease_GLAD4U,alpha 1-Antitrypsin Deficiency
disease_GLAD4U,"Gastritis, Atrophic"
disease_GLAD4U,Mycoplasma Infections
disease_GLAD4U,Bernard-Soulier Syndrome
disease_GLAD4U,"Diabetes, Gestational"
disease_GLAD4U,Invasive hydatidiform mole
disease_GLAD4U,Muscular hypertonicity
disease_GLAD4U,Multiple Pterygium Syndrome
disease_GLAD4U,Epidermal naevus syndrome
disease_GLAD4U,Linear sebaceous naevus sequence
disease_GLAD4U,Asperger's disorder
disease_GLAD4U,MPTP-induced parkinsonism
disease_GLAD4U,"Hernia, Ventral"
disease_GLAD4U,"Encephalitis, Herpes Simplex"
disease_GLAD4U,Pleurisy
disease_GLAD4U,Renal dysplasia and retinal aplasia
disease_GLAD4U,Protozoan Infections
disease_GLAD4U,Spinal Cord Diseases
disease_GLAD4U,Spondylothoracic Dysostosis
disease_GLAD4U,Ebola virus disease
disease_GLAD4U,Pericardial Effusion
disease_GLAD4U,Rotavirus Infections
disease_GLAD4U,Maturity-onset Diabetes of the Young Type 5
disease_GLAD4U,Sneezing
disease_GLAD4U,MPTP Poisoning
disease_GLAD4U,Striatonigral degeneration
disease_GLAD4U,Anorexia
disease_GLAD4U,Neuralgia
disease_GLAD4U,Postpartum hemorrhage NOS
disease_GLAD4U,"Infertility, Male"
disease_GLAD4U,Amelogenesis Imperfecta
disease_GLAD4U,Urinary Retention
disease_GLAD4U,Apraxias
disease_GLAD4U,"Paralyses, Familial Periodic"
disease_GLAD4U,Lentigo maligna
disease_GLAD4U,Lentigo maligna melanoma
disease_GLAD4U,Ebstein Anomaly
disease_GLAD4U,Large granular lymphocytic leukemia
disease_GLAD4U,Duodenal Diseases
disease_GLAD4U,Patent foramen ovale
disease_GLAD4U,Facial Asymmetry
disease_GLAD4U,Induratio penis plastica
disease_GLAD4U,Penile Induration
disease_GLAD4U,Varicocele
disease_GLAD4U,Polydactyly
disease_GLAD4U,Lupoid rosacea
disease_GLAD4U,Dermoid Cyst
disease_GLAD4U,Neurofibromatosis 1
disease_GLAD4U,"Hyperparathyroidism, Secondary"
disease_GLAD4U,"Dilatation, Pathologic"
disease_GLAD4U,Somatotroph adenoma
disease_GLAD4U,Thyroid Crisis
disease_GLAD4U,Aspergillosis Infection
disease_GLAD4U,Liposarcoma
disease_GLAD4U,Congenital cystic adenomatoid malformation of lung
disease_GLAD4U,Arthus type urticaria
disease_GLAD4U,severe cutaneous adverse reactions
disease_GLAD4U,"Granulomatous Disease, Chronic"
disease_GLAD4U,Rothmund-Thomson Syndrome
disease_GLAD4U,"Diabetes Insipidus, Nephrogenic"
disease_GLAD4U,Adrenal Insufficiency
disease_GLAD4U,Macrostomia
disease_GLAD4U,Fibroadenoma
disease_GLAD4U,Posterior tibial neuropathy
disease_GLAD4U,Tibial neuropathy
disease_GLAD4U,Erythema
disease_GLAD4U,"Hemangioma, Cavernous"
disease_GLAD4U,"Nystagmus, Pathologic"
disease_GLAD4U,Myotonia Congenita
disease_GLAD4U,Stuttering
disease_GLAD4U,"Neuroma, Acoustic"
disease_GLAD4U,"Epidermal Necrolysis, Toxic"
disease_GLAD4U,Chickenpox
disease_GLAD4U,Hypertrophic gastropathy
disease_GLAD4U,Myotonia
disease_GLAD4U,"Lupus Erythematosus, Discoid"
disease_GLAD4U,Simian acquired immune deficiency syndrome
disease_GLAD4U,"Lupus Erythematosus, Systemic"
disease_GLAD4U,Cholangitis
disease_GLAD4U,Disease Progression
disease_GLAD4U,Infiltrating duct carcinoma of breast
disease_GLAD4U,"Cholangitis, Sclerosing"
disease_GLAD4U,Tendinopathy
disease_GLAD4U,Lymphoproliferative Disorders
disease_GLAD4U,"Lymphoma, B-Cell, Marginal Zone"
disease_GLAD4U,Autoimmune Thyroid Disease
disease_GLAD4U,"Carcinoma, Ductal, Breast"
disease_GLAD4U,Degeneration of lumbar intervertebral disc
disease_GLAD4U,"Lymphoma, Low-Grade"
disease_GLAD4U,Viremia
disease_GLAD4U,Folic Acid Deficiency
disease_GLAD4U,Multiple Myeloma
disease_GLAD4U,Lupus erythematosus
disease_GLAD4U,Tuberous Sclerosis
disease_GLAD4U,Cowpox
disease_GLAD4U,Hypopharyngeal Neoplasms
disease_GLAD4U,Plasmacytoma
disease_GLAD4U,Tumor Virus Infections
disease_GLAD4U,Malignant myopia
disease_GLAD4U,Ventricular Dysfunction
disease_GLAD4U,Immune System Diseases
disease_GLAD4U,Hypertensive encephalopathy
disease_GLAD4U,Collagen Diseases
disease_GLAD4U,"Skin Diseases, Vesiculobullous"
disease_GLAD4U,"Multiple Sclerosis, Chronic Progressive"
disease_GLAD4U,Disappearing bone disease
disease_GLAD4U,Duane Retraction Syndrome
disease_GLAD4U,"Keratoderma, Palmoplantar"
disease_GLAD4U,Facial Dermatoses
disease_GLAD4U,beta-Thalassemia
disease_GLAD4U,Lymphoma
disease_GLAD4U,Exophthalmos
disease_GLAD4U,Arthritis
disease_GLAD4U,"Carcinoma, Basal Cell"
disease_GLAD4U,Pruritus
disease_GLAD4U,Osteoarthritis
disease_OMIM,"PANCREATITIS, HEREDITARY"
disease_OMIM,"APLASTIC ANEMIAAPLASTIC ANEMIA, SUSCEPTIBILITY TO, INCLUDED"
disease_OMIM,BARDET-BIEDL SYNDROME 1
disease_OMIM,COLORECTAL CANCER
disease_OMIM,HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR WITHOUT ANOSMIA
disease_OMIM,"LEUKEMIA, ACUTE MYELOID"
disease_OMIM,"ASTHMA, SUSCEPTIBILITY TO"
disease_OMIM,"MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TOMYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST, INCLUDED"
disease_OMIM,"LUNG CANCERALVEOLAR CELL CARCINOMA, INCLUDED"
disease_OMIM,"LYMPHOMA, NON-HODGKIN, FAMILIAL"
disease_OMIM,MITOCHONDRIAL COMPLEX IV DEFICIENCY
disease_OMIM,RHEUMATOID ARTHRITIS
disease_OMIM,PRADER-WILLI SYNDROME
disease_OMIM,"SPERMATOGENIC FAILURE, Y-LINKED, 2"
disease_OMIM,"STROKE, ISCHEMIC"
disease_OMIM,WILMS TUMOR 1
disease_OMIM,"DIABETES MELLITUS, INSULIN-DEPENDENT"
disease_OMIM,"OVARIAN CANCEROVARIAN CANCER, EPITHELIAL, INCLUDED"
disease_OMIM,"MYOPATHY, CONGENITAL, WITH FIBER-TYPE DISPROPORTION"
disease_OMIM,OSTEOPOROSIS
disease_OMIM,INTERVERTEBRAL DISC DISEASE
disease_OMIM,"LEUKEMIA, ACUTE LYMPHOBLASTIC"
disease_OMIM,"IgE RESPONSIVENESS, ATOPIC"
disease_OMIM,MITOCHONDRIAL COMPLEX I DEFICIENCY
disease_OMIM,LEIGH SYNDROME
disease_OMIM,"HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO"
disease_OMIM,"MITOCHONDRIAL MYOPATHY, ENCEPHALOPATHY, LACTIC ACIDOSIS, AND STROKE-LIKEEPISODES"
disease_OMIM,ENDOMETRIAL CANCER
disease_OMIM,"DIABETES MELLITUS, NONINSULIN-DEPENDENT"
disease_OMIM,"IMMUNODEFICIENCY, COMMON VARIABLE, 2"
disease_OMIM,"MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO"
disease_OMIM,"HYPERTENSION, ESSENTIAL"
disease_OMIM,"OBESITYLEANNESS, INCLUDED"
disease_OMIM,LEBER OPTIC ATROPHY
disease_OMIM,LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER
disease_OMIM,"DIABETES MELLITUS, PERMANENT NEONATAL"
disease_OMIM,"THYROID CANCER, NONMEDULLARY, 2"
disease_OMIM,"RENAL CELL CARCINOMA, NONPAPILLARY"
disease_OMIM,"GASTRIC CANCERGASTRIC CANCER, INTESTINAL, INCLUDED"
disease_OMIM,BECKWITH-WIEDEMANN SYNDROME
disease_OMIM,TETRALOGY OF FALLOT
disease_OMIM,"HYPERCHOLESTEROLEMIA, FAMILIAL"
disease_OMIM,PHEOCHROMOCYTOMA
disease_OMIM,"MYOCARDIAL INFARCTION, SUSCEPTIBILITY TOMYOCARDIAL INFARCTION, SUSCEPTIBILITY TO, 1, INCLUDED"
disease_OMIM,SYSTEMIC LUPUS ERYTHEMATOSUS
disease_OMIM,"CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL"
disease_OMIM,PROSTATE CANCER
disease_OMIM,ALZHEIMER DISEASE
disease_OMIM,CONOTRUNCAL HEART MALFORMATIONS
disease_OMIM,"PARKINSON DISEASE, LATE-ONSET"
disease_OMIM,"MACULAR DEGENERATION, AGE-RELATED, 1"
disease_OMIM,ALCOHOL DEPENDENCE
disease_OMIM,"ESOPHAGEAL CANCERESOPHAGEAL SQUAMOUS CELL CARCINOMA, SUSCEPTIBILITY TO, INCLUDED"
disease_OMIM,HEPATOCELLULAR CARCINOMA
disease_OMIM,JUVENILE MYELOMONOCYTIC LEUKEMIA
disease_OMIM,TRACHEOESOPHAGEAL FISTULA WITH OR WITHOUT ESOPHAGEAL ATRESIA
disease_OMIM,"MALARIA, SUSCEPTIBILITY TOMALARIA, RESISTANCE TO, INCLUDED"
drug_DrugBank,Sunitinib
drug_DrugBank,Brigatinib
drug_DrugBank,Tetrahydrofolic acid
drug_DrugBank,Alfentanil
drug_DrugBank,Ambrisentan
drug_DrugBank,Saxagliptin
drug_DrugBank,Levomethadyl Acetate
drug_DrugBank,Digoxin
drug_DrugBank,Imidafenacin
drug_DrugBank,Salmeterol
drug_DrugBank,Ivacaftor
drug_DrugBank,Axitinib
drug_DrugBank,Losartan
drug_DrugBank,Omega-3-carboxylic acids
drug_DrugBank,2'-Monophosphoadenosine 5'-Diphosphoribose
drug_DrugBank,Neratinib
drug_DrugBank,Furosemide
drug_DrugBank,Zonisamide
drug_DrugBank,Sertraline
drug_DrugBank,Macitentan
drug_DrugBank,Naloxone
drug_DrugBank,Safinamide
drug_DrugBank,Lapatinib
drug_DrugBank,Oxymetholone
drug_DrugBank,Oxcarbazepine
drug_DrugBank,Modafinil
drug_DrugBank,Silodosin
drug_DrugBank,Fentanyl
drug_DrugBank,Sitagliptin
drug_DrugBank,Digitoxin
drug_DrugBank,Afatinib
drug_DrugBank,Tianeptine
drug_DrugBank,Solifenacin
drug_DrugBank,Vinflunine
drug_DrugBank,Nicardipine
drug_DrugBank,Trichlormethiazide
drug_DrugBank,Lanoteplase
drug_DrugBank,XL999
drug_DrugBank,Podofilox
drug_DrugBank,S-adenosyl-L-homocysteine
drug_DrugBank,Acetazolamide
drug_DrugBank,Alendronic acid
drug_DrugBank,Telaprevir
drug_DrugBank,Pilocarpine
drug_DrugBank,Flavin adenine dinucleotide
drug_DrugBank,Coagulation factor VIIa Recombinant Human
drug_DrugBank,Tiotropium
drug_DrugBank,Amphetamine
drug_DrugBank,Tofacitinib
drug_DrugBank,Dobutamine
drug_DrugBank,Methionine
drug_DrugBank,Midostaurin
drug_DrugBank,Naldemedine
drug_DrugBank,Moxidectin
drug_DrugBank,Bosentan
drug_DrugBank,Tramadol
drug_DrugBank,Magnesium gluconate
drug_DrugBank,Foreskin keratinocyte (neonatal)
drug_DrugBank,Cyanocobalamin
drug_DrugBank,Zolmitriptan
drug_DrugBank,Crizotinib
drug_DrugBank,Codeine
drug_DrugBank,Tranylcypromine
drug_DrugBank,Hydrocortisone
drug_DrugBank,Orlistat
drug_DrugBank,Paritaprevir
drug_DrugBank,Dorzolamide
drug_DrugBank,Carbamazepine
drug_DrugBank,Scopolamine
drug_DrugBank,Triclosan
drug_DrugBank,Felodipine
drug_DrugBank,Permethrin
drug_DrugBank,Penbutolol
drug_DrugBank,Levomilnacipran
drug_DrugBank,Isoprenaline
drug_DrugBank,Ipratropium
drug_DrugBank,Erlotinib
drug_DrugBank,Metixene
drug_DrugBank,Trihexyphenidyl
drug_DrugBank,Homatropine Methylbromide
drug_DrugBank,Cryptenamine
drug_DrugBank,ALKS 27
drug_DrugBank,Nitric Oxide
drug_DrugBank,Labetalol
drug_DrugBank,Rizatriptan
drug_DrugBank,Hydroflumethiazide
drug_DrugBank,Lenvatinib
drug_DrugBank,Etizolam
drug_DrugBank,Coenzyme A
drug_DrugBank,clomethiazole
drug_DrugBank,Isopropyl Alcohol
drug_DrugBank,Sulfasalazine
drug_DrugBank,Myrrh
drug_DrugBank,Diazoxide
drug_DrugBank,Xanthinol
drug_DrugBank,Tamsulosin
drug_DrugBank,Nortriptyline
drug_DrugBank,Finasteride
drug_DrugBank,Bopindolol
drug_DrugBank,Methazolamide
drug_DrugBank,Nisoldipine
drug_DrugBank,Rocuronium
drug_DrugBank,Armodafinil
drug_DrugBank,Doxycycline
drug_DrugBank,Ethoxzolamide
drug_DrugBank,Canagliflozin
drug_DrugBank,Glutamic Acid
drug_DrugBank,Erythromycin
drug_DrugBank,Bezafibrate
drug_DrugBank,Adenosine-3'-5'-Diphosphate
drug_DrugBank,Norgestrel
drug_DrugBank,Aluminium
drug_DrugBank,Norgestimate
drug_DrugBank,Thiopental
drug_DrugBank,Terazosin
drug_DrugBank,Dronedarone
drug_DrugBank,Vinblastine
drug_DrugBank,Buprenorphine
drug_DrugBank,Conjugated estrogens
drug_DrugBank,Vayarin
drug_DrugBank,Irbesartan
drug_DrugBank,Bioallethrin
drug_DrugBank,Enzalutamide
drug_DrugBank,Cholesterol
drug_DrugBank,Grepafloxacin
drug_DrugBank,Tioconazole
drug_DrugBank,Nicotine
drug_DrugBank,Propafenone
drug_DrugBank,Saquinavir
drug_DrugBank,Dolutegravir
drug_DrugBank,Pentamidine
drug_DrugBank,Lamivudine
drug_DrugBank,Bepridil
drug_DrugBank,Itraconazole
drug_DrugBank,Dabrafenib
drug_DrugBank,Amprenavir
drug_DrugBank,MMDA
drug_DrugBank,Brivaracetam
drug_DrugBank,Cerivastatin
drug_DrugBank,Fenofibrate
drug_DrugBank,Felbamate
drug_DrugBank,Buspirone
drug_DrugBank,Romidepsin
drug_DrugBank,Nelfinavir
drug_DrugBank,Granisetron
drug_DrugBank,Hydroxocobalamin
drug_DrugBank,Nitrazepam
drug_DrugBank,Cobicistat
drug_DrugBank,Methoxsalen
drug_DrugBank,Fomepizole
drug_DrugBank,Amitriptyline
drug_DrugBank,Manganese
drug_DrugBank,Paclitaxel
drug_DrugBank,Fluoxetine
drug_DrugBank,Zalcitabine
drug_DrugBank,Warfarin
drug_DrugBank,Grazoprevir
drug_DrugBank,Cefradine
drug_DrugBank,Pantoprazole
drug_DrugBank,Cyclophosphamide
drug_DrugBank,Selexipag
drug_DrugBank,Estramustine
drug_DrugBank,Aminophenazone
drug_DrugBank,Ephedra
drug_DrugBank,"2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE"
drug_DrugBank,Etravirine
drug_DrugBank,Verapamil
drug_DrugBank,Clarithromycin
drug_DrugBank,Atropine
drug_DrugBank,Pibrentasvir
drug_DrugBank,Glecaprevir
drug_DrugBank,Diltiazem
drug_DrugBank,Caspofungin
drug_DrugBank,Rutin
drug_DrugBank,Riboflavin
drug_DrugBank,Clenbuterol
drug_DrugBank,Prasugrel
drug_DrugBank,Loxapine
drug_DrugBank,Quetiapine
drug_DrugBank,Disulfiram
drug_DrugBank,Fluvastatin
drug_DrugBank,Nimodipine
drug_DrugBank,Disopyramide
drug_DrugBank,Baricitinib
drug_DrugBank,Phenoxybenzamine
drug_DrugBank,Brompheniramine
drug_DrugBank,Atazanavir
drug_DrugBank,Tofisopam
drug_DrugBank,Aripiprazole
drug_DrugBank,Aripiprazole lauroxil
drug_DrugBank,Alprenolol
drug_DrugBank,Efavirenz
drug_DrugBank,Sevoflurane
drug_DrugBank,Fosphenytoin
drug_DrugBank,Coagulation Factor IX (Recombinant)
drug_DrugBank,Coagulation Factor IX Human
drug_DrugBank,Ivermectin
drug_DrugBank,Succinic acid
drug_DrugBank,Colchicine
drug_DrugBank,Clomifene
drug_DrugBank,Ponatinib
drug_DrugBank,Ziprasidone
drug_DrugBank,Menadione
drug_DrugBank,Adinazolam
drug_DrugBank,Cilostazol
drug_DrugBank,Atomoxetine
drug_DrugBank,Chlorphenamine
drug_DrugBank,Rilpivirine
drug_DrugBank,Halofantrine
drug_DrugBank,Phenylpropanolamine
drug_DrugBank,Testosterone propionate
drug_DrugBank,Dexamethasone
drug_DrugBank,Metoprolol
drug_DrugBank,Voxilaprevir
drug_DrugBank,Rifapentine
drug_DrugBank,Medroxyprogesterone acetate
drug_DrugBank,Domperidone
drug_DrugBank,Aldosterone
drug_DrugBank,Dicoumarol
drug_DrugBank,Doxazosin
drug_DrugBank,Doxepin
drug_DrugBank,Adenine
drug_DrugBank,Aclidinium
drug_DrugBank,Clorazepate
drug_DrugBank,Liotrix
drug_DrugBank,Avasimibe
drug_DrugBank,Ifosfamide
drug_DrugBank,Adenosine monophosphate
drug_DrugBank,Olanzapine
drug_DrugBank,Paroxetine
drug_DrugBank,Carbachol
drug_DrugBank,CX717
drug_DrugBank,L-Carnitine
drug_DrugBank,Cupric sulfate
drug_DrugBank,Butamben
drug_DrugBank,Artemether
drug_DrugBank,Quinidine
drug_DrugBank,Estazolam
drug_DrugBank,Prazepam
drug_DrugBank,Nefazodone
